,Company Name,Listed,HQ Country,GICS Sector,Accounting Year End,Reported Scope 1 tCO2e,Estimated Scope 1 tCO2e,Scope 1 source,Scope 1 quality flag,Reported market-based Scope 2 tCO2e,Note,Reported location-based Scope 2 tCO2e,Estimated location-based Scope 2 tCO2e,Location-based Scope 2 source,Location-based Scope 2 quality flag,Scope 2 company comments,GHG revenue intensity tCO2e/mmUSD,Scope 2 figure used for intensity,amplification.wordsindex,DeAmplification.wordsindex,HE_negativeindex,HE_positiveindex,angerindex,anticipationindex,disgustindex,fearindex,joyindex,sadnessindex,surpriseindex,trustindex,LMnegativeindex,LMpositiveindex,LMuncertaintyindex,BasicNegativeWordsindex,PositivePolarisedindex,NegativePolarisedindex,PowerWordsindex,PrudentialNegativeindex,PrudentialPositiveindex,PrudentialTopNegativeindex,Strategyindex,Financial.termsindex,Regulationindex,Technologyindex,Healthcareindex,Environmentindex,Socialindex,Governanceindex,ESGindex,LMuncertaintyindex.1,Regulationindex.1,Environmentindex.1,Socialindex.1,Governanceindex.1,ESGindex.1,ISIN lower,2016vol,2017vol,2018vol,2019vol,VolFactor,Carbon Emission  tCO2e/mmUSD,Scope 1 tCO2e,Scope 2 tCO2e,Scope 1 and 2 tCO2e,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Telecommunication Services,Utilities
1026,Aditya Birla Nuvo,Yes,India,Industrials,30/03/2017,0.0,370000.0,"Estimated: Coal Generation, Gamma GLM",6.0,, NA ,0.0,140000.0,"Estimated: Gamma GLM, Coal Generation",6.0,,234.55,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine069a01017,0.025899407000000003,,,,0.0,234.5485401,370000.0,140000.0,510000.0,0,0,0,0,0,1,0,0,0,0,0
1027,ACC,Yes,India,Materials,31/12/2016,14859261.0,0.0,Reported: CDP (Reviewed),7.0,"462,167.00",  ,550807.0,0.0,Reported: CDP (Reviewed),7.0,In Market based CO2 emissions taken the credit of equivalent CO2 emissions from the purchase of Renewable Energy Certificates (REC's),9403.86,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine012a01025,0.015601736000000001,0.014464946999999999,0.019767858,0.016338806,0.367418546,9403.860625,14859261.0,550807.0,15410068.0,0,0,0,0,0,0,0,1,0,0,0
1028,Ambuja Cements,Yes,India,Materials,31/12/2016,13543643.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,883894.0,0.0,Reported: CDP (Reviewed),7.0,,4823.62,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine079a01024,0.01733328,0.013314872,0.019964287,0.017100973999999998,0.333333333,4823.617696,13543643.0,883894.0,14427537.0,0,0,0,0,0,0,0,1,0,0,0
1029,Adani Power Ltd,Yes,India,Utilities,30/03/2017,0.0,49000000.0,"Estimated: Coal Generation, Gamma GLM",6.0,, NA ,0.0,7100.0,"Estimated: Coal Generation, Gamma GLM",6.0,,14641.27,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine814h01011,0.026193627,0.0294842,0.042408822,0.047837845999999996,0.012531328000000001,14641.266259999999,49000000.0,7100.0,49007100.0,0,0,0,0,0,0,0,0,0,0,1
1030,Adani Enterprises,Yes,India,Industrials,30/03/2017,0.0,1700000.0,"Estimated: Coal Generation, Coal Extraction, Gamma GLM",6.0,, NA ,0.0,170000.0,"Estimated: Coal Extraction, Gamma GLM, Coal Generation",6.0,,337.43,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,337.4342725,1700000.0,170000.0,1870000.0,0,0,0,0,0,1,0,0,0,0,0
1031,Adani Ports & Special Economic Zone,Yes,India,Industrials,30/03/2017,0.0,100000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,130000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,182.71,Location-based,118,49,36,106,69,72,77,88,70,100,51,64,92,54,69,87,73,87,85,78,236,180,15,86,164,10,0,46,0,0,16,0.26,0.17,0.25,0.28,0.3,0.18,ine742f01042,0.026774371,0.017692682,0.020425983999999998,0.029088102,0.066165414,182.7078898,100000.0,130000.0,230000.0,0,0,0,0,0,1,0,0,0,0,0
1032,Ashok Leyland,Yes,India,Industrials,30/03/2017,0.0,28000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,100000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,38.35,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine208a01029,0.022779512000000002,0.018345268999999997,0.02479476,0.024945901,0.11328320800000001,38.3547031,28000.0,100000.0,128000.0,0,0,0,0,0,1,0,0,0,0,0
1033,Apollo Hospitals Enterprises,Yes,India,Health Care,30/03/2017,0.0,17000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,42000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,54.52,Location-based,64,9,70,95,73,93,28,122,68,79,65,95,94,83,249,116,90,116,120,60,163,33,0,88,104,46,"2,267",0,178,91,88,0.0,0.07,0.04,0.11,0.13,0.25,ine437a01024,0.016291068,0.015311645,0.022245762000000002,0.024106423999999998,0.128822055,54.52008464,17000.0,42000.0,59000.0,0,0,0,0,1,0,0,0,0,0,0
1034,Asian Paints,Yes,India,Materials,30/03/2017,0.0,15000.0,Estimated: Carried Forwards,5.0,, NA ,0.0,500000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,228.64,Location-based,74,74,65,93,150,53,74,84,57,99,61,90,93,66,76,102,80,102,112,48,59,0,0,66,51,12,0,400,34,0,147,0.23,0.11,0.21,0.28,0.07,0.29,ine021a01026,0.016639371,0.012187076000000002,0.0154959,0.011272418000000001,0.569423559,228.63688019999998,15000.0,500000.0,515000.0,0,0,0,0,0,0,0,1,0,0,0
1035,APOLLO TYRES LTD,Yes,India,Consumer Discretionary,30/03/2017,0.0,75000.0,Estimated: Carried Forwards,5.0,, NA ,0.0,300000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,192.45,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine438a01022,0.02255708,0.019037727,0.020992119,0.019132163,0.251879699,192.45375980000003,75000.0,300000.0,375000.0,1,0,0,0,0,0,0,0,0,0,0
1036,Aurobindo Pharma,Yes,India,Health Care,30/03/2017,0.0,35000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,56000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,41.1,Location-based,72,55,49,74,62,64,55,83,55,82,67,65,100,44,108,119,83,119,104,60,119,0,12,58,125,12,0,0,0,46,19,0.09,0.06,0.25,0.2,0.29,0.25,ine406a01037,0.022910237000000003,0.020202437,0.020701834,0.018871189,0.260651629,41.09650905,35000.0,56000.0,91000.0,0,0,0,0,1,0,0,0,0,0,0
1037,ARVIND Ltd,Yes,India,Consumer Discretionary,31/03/2017,346255.0,0.0,Reported: CDP (Not Reviewed),,"332,531.00",  ,332531.0,0.0,Reported: CDP (Not Reviewed),,,492.73,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,0,,,,,0.0,492.7308362,346255.0,332531.0,678786.0,1,0,0,0,0,0,0,0,0,0,0
1038,Axis Bank,Yes,India,Financials,31/03/2017,7687.16,0.0,Reported: CDP (Reviewed),7.0,, NA ,137777.35,0.0,Reported: CDP (Reviewed),7.0,,16.93,Location-based,52,100,77,88,43,76,61,73,59,43,66,99,97,48,110,74,78,74,89,146,99,170,52,103,198,128,0,0,55,53,32,0.09,0.23,0.16,0.18,0.26,0.04,ine238a01034,0.021436107000000003,0.017253513,0.019574127,0.016904486,0.34035087700000005,16.93156698,7687.16,137777.35,145464.51,0,0,0,1,0,0,0,0,0,0,0
1039,Bajaj Finance Limited,Yes,India,Financials,30/03/2017,0.0,1500.0,Estimated: Gamma GLM,5.0,, NA ,0.0,19000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,13.77,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,13.77447489,1500.0,19000.0,20500.0,0,0,0,1,0,0,0,0,0,0,0
1040,Bharti Airtel,Yes,India,Telecommunication Services,30/03/2017,0.0,120000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,1400000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,106.74,Location-based,80,48,116,67,116,115,65,100,94,75,86,102,144,72,95,111,78,111,105,56,179,29,62,71,90,222,20,186,66,79,115,0.14,0.08,0.15,0.13,0.09,0.26,ine397d01024,0.017398638,0.018570759,0.022187557000000004,0.021851586,0.17443609,106.73872469999999,120000.0,1400000.0,1520000.0,0,0,0,0,0,0,0,0,0,1,0
1041,Bharat Heavy Electricals,Yes,India,Industrials,30/03/2017,0.0,130000.0,Estimated: Carried Forwards,5.0,, NA ,0.0,220000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,84.96,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine257a01026,0.026386822,0.018372654,,,0.0,84.96135472,130000.0,220000.0,350000.0,0,0,0,0,0,1,0,0,0,0,0
1042,Bharat Forge,Yes,India,Consumer Discretionary,31/03/2017,75000.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,175000.0,0.0,Reported: CDP (Reviewed),7.0,Emission due to electricity consumption has be taken under the scope,262.04,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine465a01025,0.020034797,0.01752371,0.019868906000000002,0.019084251,0.253383459,262.0352804,75000.0,175000.0,250000.0,1,0,0,0,0,0,0,0,0,0,0
1043,Bharti Infratel Limited,Yes,India,Telecommunication Services,30/03/2017,0.0,56000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,17000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,80.43,Location-based,78,84,94,59,81,87,60,70,66,60,93,78,136,48,136,83,74,83,80,63,190,0,33,56,87,58,0,195,0,0,67,0.03,0.19,0.25,0.28,0.17,0.24,ine121j01017,0.021884233,0.021609466,0.016781911,0.025901741000000002,0.09724310800000001,80.43102214,56000.0,17000.0,73000.0,0,0,0,0,0,0,0,0,0,1,0
1044,Bajaj Auto,Yes,India,Consumer Discretionary,30/03/2017,0.0,26000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,74000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,31.37,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine917i01010,0.014904526000000001,0.011700493000000001,0.017033462,0.013577299,0.48295739299999996,31.36615278,26000.0,74000.0,100000.0,1,0,0,0,0,0,0,0,0,0,0
1045,Bajaj Finserv,Yes,India,Financials,30/03/2017,0.0,10000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,26000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,9.84,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,9.842223686,10000.0,26000.0,36000.0,0,0,0,1,0,0,0,0,0,0,0
1046,Bosch Ltd,Yes,India,Consumer Discretionary,30/03/2017,0.0,28000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,130000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,104.09,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine323a01026,0.017470219,0.014248998999999998,0.017389239,0.015409778999999998,0.410275689,104.0925501,28000.0,130000.0,158000.0,1,0,0,0,0,0,0,0,0,0,0
1047,Bharat Petroleum Corporation,Yes,India,Energy,30/03/2017,0.0,8200000.0,Estimated: O&G  Refining,6.0,, NA ,0.0,900000.0,Estimated: O&G  Refining,6.0,,303.14,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine029a01011,0.018211984,0.016979729,0.027584017000000002,0.022106709,0.16791979899999998,303.13892020000003,8200000.0,900000.0,9100000.0,0,0,1,0,0,0,0,0,0,0,0
1048,Container Corporation of India,Yes,India,Industrials,30/03/2017,0.0,130000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,16000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,163.92,Location-based,70,31,25,71,62,86,37,86,68,86,69,93,73,64,73,58,84,58,109,36,34,0,0,72,28,12,0,0,0,171,69,0.24,0.29,0.25,0.04,0.17,0.31,ine111a01017,0.017917778,0.016044878999999998,0.019078357,0.015694245,0.397493734,163.92154219999998,130000.0,16000.0,146000.0,0,0,0,0,0,1,0,0,0,0,0
1049,Cadila Healthcare,Yes,India,Health Care,30/03/2017,0.0,21000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,36000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,41.45,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine010b01019,,,,,0.0,41.44640689,21000.0,36000.0,57000.0,0,0,0,0,1,0,0,0,0,0,0
1050,Ceat Ltd,Yes,India,Consumer Discretionary,30/03/2017,0.0,48000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,180000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,265.07,Location-based,87,184,86,102,125,84,86,93,97,104,64,82,82,67,77,116,67,116,97,60,200,0,0,76,91,26,25,48,56,0,33,0.23,0.07,0.16,0.28,0.26,0.25,ine482a01020,0.024299732999999997,0.019233251,0.022407398,0.015930444,0.388721805,265.0700459,48000.0,180000.0,228000.0,1,0,0,0,0,0,0,0,0,0,0
1051,Cipla,Yes,India,Health Care,30/03/2017,0.0,33000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,55000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,42.0,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine059a01026,0.015541941,0.01474638,0.016990035,0.013093003999999998,0.500250627,42.00497377,33000.0,55000.0,88000.0,0,0,0,0,1,0,0,0,0,0,0
1052,Coal India,Yes,India,Energy,30/03/2017,0.0,48000000.0,Estimated: Coal Extraction,6.0,, NA ,0.0,9200000.0,Estimated: Coal Extraction,6.0,,5081.35,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine522f01014,0.016793503,0.013773297,0.016984813,0.016544912,0.357894737,5081.345953,48000000.0,9200000.0,57200000.0,0,0,1,0,0,0,0,0,0,0,0
1053,Dabur India,Yes,India,Consumer Staples,30/03/2017,0.0,23000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,56000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,68.96,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine016a01026,0.016398386,0.012120213999999999,0.017542487,0.013415486,0.490225564,68.96009916,23000.0,56000.0,79000.0,0,1,0,0,0,0,0,0,0,0,0
1054,Dalmia Bharat Ltd,Yes,India,Materials,31/03/2016,9236133.0,0.0,Reported: CDP (Not Reviewed),,, NA ,373646.0,0.0,Reported: CDP (Not Reviewed),,Emissions related to purchased electricity.,9762.36,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,9762.364761,9236133.0,373646.0,9609779.0,0,0,0,0,0,0,0,1,0,0,0
1055,Divi’s Laboratories,Yes,India,Health Care,31/03/2017,317574.68,0.0,Reported: CDP (Reviewed),7.0,, NA ,224381.82,0.0,Reported: CDP (Reviewed),7.0,"2,24,381.82 MT Co2eq",887.2,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine361b01024,0.022193307000000002,0.027397676,0.020520096,0.016720598,0.34912280700000003,887.2024687,317574.68,224381.82,541956.5,0,0,0,0,1,0,0,0,0,0,0
1056,DLF,Yes,India,Real Estate,30/03/2017,0.0,15000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,210000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,183.48,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,183.4772611,15000.0,210000.0,225000.0,0,0,0,0,0,0,0,0,1,0,0
1057,Dr. Reddy’s Laboratories,Yes,India,Health Care,31/03/2017,154808.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,306000.0,0.0,Reported: CDP (Reviewed),7.0,"Scope 2, market based: We are sourcing solar power through Power Purchase agreements from Solar power producing units.",219.39,Location-based,80,102,64,65,31,80,48,71,60,60,76,66,127,79,98,95,90,95,102,50,112,37,0,65,66,26,25,71,56,40,57,0.13,0.14,0.16,0.21,0.2,0.28,ine089a01023,0.017094412,0.01743045,0.019835499,0.016639577,0.352380952,219.3947704,154808.0,306000.0,460808.0,0,0,0,0,1,0,0,0,0,0,0
1058,Eicher Motors Ltd,Yes,India,Industrials,30/03/2017,0.0,8900.0,Estimated: Gamma GLM,4.0,, NA ,0.0,32000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,39.15,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine066a01013,0.020569238,0.014963306000000001,0.020333055,0.027616831,0.07694235599999999,39.15411788,8900.0,32000.0,40900.0,0,0,0,0,0,1,0,0,0,0,0
1059,Essar Oil,Yes,India,Energy,31/03/2017,6328772.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,2976.0,0.0,Reported: CDP (Reviewed),7.0,This emission is on account of electricity imported as explained under section CC 8.3,577.78,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine011a01019,,,,,0.0,577.7769507999999,6328772.0,2976.0,6331748.0,0,0,1,0,0,0,0,0,0,0,0
1060,GAIL,Yes,India,Utilities,31/03/2017,3221814.24,0.0,Reported: CDP (Reviewed),7.0,, NA ,185526.4,0.0,Reported: CDP (Reviewed),7.0,"In reporting year our absolute GHG Scope-2 emissions increased . The major reasons are as follows 1.	Mega expansion of our two largest plants i., e, Pata Petrochemical Plant (capacity doubled after expansion ) and Vijaipur Gas Processing Unit. This commissioning of new plant at Pata and Vijaipur led to increased requirements of Grid Electricity consumption . 2.	The expansion also led to increase in employee strength and expansion of existing townships at Pata and Vijaipur.",471.23,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine129a01019,0.018586205,0.016626785,0.01924265,0.019098632,0.252631579,471.2337761,3221814.24,185526.4,3407340.64,0,0,0,0,0,0,0,0,0,0,1
1061,Godrej Consumer Products,Yes,India,Consumer Staples,31/03/2017,32400.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,27579.0,0.0,Reported: CDP (Reviewed),7.0,Total Scope 2 emissions from all locations is reported.  Market based Scope 2 emissions are not applicable,43.5,Location-based,124,117,97,131,63,96,97,82,95,64,77,110,85,117,69,78,112,78,133,57,50,0,46,78,56,24,15,0,65,12,24,0.26,0.22,0.15,0.28,0.28,0.26,ine102d01028,0.019759327,0.017382535,0.018530229,0.018870907,0.260902256,43.50434108,32400.0,27579.0,59979.0,0,1,0,0,0,0,0,0,0,0,0
1062,Godrej Industries,Yes,India,Materials,31/03/2017,39587.0,0.0,Reported: CDP (Not Reviewed),,, NA ,39556.0,0.0,Reported: CDP (Not Reviewed),,We have reduced our scope 2 emissions compared to last year by implementing various GHG emissions reductions projects described in section CC3.3b. Market based Scope 2 emissions are not applicable,63.43,Location-based,55,54,57,113,69,95,59,90,65,76,60,100,80,78,163,78,78,78,112,59,97,0,42,88,48,14,0,440,37,80,195,0.01,0.22,0.2,0.13,0.04,0.25,ine233a01035,0.018306581000000002,0.017772778,0.018960816000000002,0.014764991000000002,0.438847118,63.42755476,39587.0,39556.0,79143.0,0,0,0,0,0,0,0,1,0,0,0
1063,Glenmark Pharmaceuticals,Yes,India,Health Care,30/03/2017,0.0,21000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,27000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,35.87,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine935a01035,0.018799023999999998,0.01792499,0.018245132,0.019797298999999997,0.23057644100000002,35.87417134,21000.0,27000.0,48000.0,0,0,0,0,1,0,0,0,0,0,0
1064,Havells India,Yes,India,Industrials,30/03/2017,0.0,9800.0,Estimated: Gamma GLM,5.0,, NA ,0.0,46000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,61.25,Location-based,104,133,64,85,80,60,45,84,52,77,74,78,111,79,117,78,94,78,116,40,36,91,65,56,44,34,0,330,92,0,140,0.07,0.22,0.11,0.28,0.07,0.3,,,,,,0.0,61.24868282,9800.0,46000.0,55800.0,0,0,0,0,0,1,0,0,0,0,0
1065,HCL Technologies,Yes,India,Information Technology,31/03/2016,29373.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,131175.0,0.0,Reported: CDP (Reviewed),7.0,,25.75,Location-based,121,92,118,103,48,107,37,84,97,51,123,131,89,94,89,120,104,120,119,76,140,33,171,76,44,542,46,21,25,18,22,0.18,0.06,0.23,0.26,0.29,0.18,ine860a01027,0.015506378999999999,0.012119096999999999,0.017755708999999998,0.012960477,0.504511278,25.74782692,29373.0,131175.0,160548.0,0,0,0,0,0,0,1,0,0,0,0
1066,Housing Development Finance Corporation,Yes,India,Financials,30/03/2017,0.0,9200.0,Estimated: Gamma GLM,5.0,, NA ,0.0,120000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,14.18,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine001a01036,0.016309462,0.012653323999999999,0.016355311,0.012857841000000002,0.50952381,14.17904223,9200.0,120000.0,129200.0,0,0,0,1,0,0,0,0,0,0,0
1067,Hero Motocorp Ltd,Yes,India,Consumer Discretionary,30/03/2017,0.0,36000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,130000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,39.35,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine158a01026,0.017146746,0.012900563,0.016763188999999998,0.020074296000000002,0.22255639100000002,39.35001363,36000.0,130000.0,166000.0,1,0,0,0,0,0,0,0,0,0,0
1068,Hindalco Industries,Yes,India,Materials,30/03/2017,0.0,33000000.0,"Estimated: Coal Generation, Gamma GLM",6.0,, NA ,0.0,5800000.0,"Estimated: Gamma GLM, Coal Generation",6.0,,2596.4,Location-based,82,132,84,106,93,68,30,88,40,61,51,64,91,58,70,98,62,98,107,53,181,0,14,71,126,9,0,185,0,70,92,0.26,0.12,0.25,0.15,0.12,0.27,ine038a01020,0.028513389,0.019421958,0.024258906,0.018810966999999998,0.263659148,2596.401441,33000000.0,5800000.0,38800000.0,0,0,0,0,0,0,0,1,0,0,0
1069,Hindustan Petroleum Corporation,Yes,India,Energy,30/03/2017,0.0,9500000.0,Estimated: O&G  Refining,6.0,, NA ,0.0,1100000.0,Estimated: O&G  Refining,6.0,,379.8,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ine094a01015,0.021836266,0.022298248,0.032839901,0.023057272,0.146115288,379.7958633,9500000.0,1100000.0,10600000.0,0,0,1,0,0,0,0,0,0,0,0
1070,Hindustan Unilever,Yes,India,Consumer Staples,30/03/2017,0.0,140000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,420000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,115.99,Location-based,161,57,39,105,63,72,65,75,83,63,67,80,82,93,41,58,117,58,117,73,70,21,26,71,64,29,380,13,16,101,50,0.32,0.29,0.25,0.1,0.22,0.2,ine030a01027,0.013743203,0.011653529,0.014308702,0.008857338000000001,0.643358396,115.9907787,140000.0,420000.0,560000.0,0,1,0,0,0,0,0,0,0,0,0
1071,Hindustan Zinc,Yes,India,Materials,31/03/2017,4288645.0,0.0,Reported: CDP (Not Reviewed),,, NA ,114246.0,0.0,Reported: CDP (Not Reviewed),,Scope 2 is calculated location based and market-based is not applicable,1749.69,Location-based,30,45,86,87,77,134,65,100,72,84,69,110,91,81,82,65,89,65,156,43,70,0,0,76,80,74,28,289,0,22,109,0.21,0.27,0.25,0.25,0.1,0.3,ine267a01025,0.021035283999999998,0.017224263,0.017481282,0.013694835,0.477443609,1749.6854620000001,4288645.0,114246.0,4402891.0,0,0,0,0,0,0,0,1,0,0,0
